ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Feedback,ReviewDateKey
551,45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,1,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,80,0,26,2,3,24,10,1,11,Work hours too long they want you to live at work,20210505
552,21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,1,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,80,0,2,2,1,2,2,2,2,If a person is hired on at a junior level HR expects that person to earn promotions until they attain a senior level Google management winnows out those who dont earn a senior level within a certain amount of time That said Google management does not require anyone starting out at a senior level to earn promotions,20210503
553,44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,1,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,80,1,10,2,3,10,7,0,5,Google is now a bloated political organization Unless you are a software engineer you will learn more elsewhere and have greater upside at a Facebook or a startup HQs are in MTV outside of there your career stagnates,20210409
554,29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,1,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,80,2,10,2,3,7,7,7,7,So many politics promotions based on popularity not aptitude,20210326
555,32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,80,1,10,3,3,10,4,1,1,Project scheduling was pretty haphazard Interteam communication was also pretty haphazard You were often working with people all over the world which sounds fantastic at first until you spend DAYS in video conference meetings Inept Overworked managers 70 or 80 direct reports for someone who had never managed anyone before was normal,20210521
556,39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,1,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,80,0,6,2,3,5,2,0,3,In order to excelyou must give up most of your social life to compete with people willing to spend more than 10+ hours a day at work Its not the fun company it used to be I may be a little jaded since I was there in the early days but its become more like Microsoft and the Google culture is more of a fable these days Google buys technology these days and does not innovate from within,20210516
557,40,Yes,Travel_Rarely,299,Sales,25,Master,Marketing,1,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,80,0,9,2,3,5,4,1,0,In the sales organization there is a pervading sense of hopelessness Almost everyone knows that there is no true hope for career advancement In fact there is not even a concrete career path for most in the organization Management in the sales organization is poor with an influx of MBA managers coming in and trying to dictate how to run the organization without much background or knowledge,20210518
558,52,Yes,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,80,0,10,2,2,8,7,7,7,It is now a huge machine a very political environment and very low salaries compared to competitors Also there are people there from the preIPO days who are only nice to their inner circle and should take their millions and go away,20210525
559,31,Yes,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,1,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,80,0,3,2,4,3,2,2,2,Lack of good managers Very little promotion from within and internal movement In more nonengineering focused roles its more about how much you talk versus your results I have seen many people who are actually not that great be promoted because they knew how to talk to the right people,20210303
560,44,Yes,Travel_Rarely,935,Research & Development,3,Bachelor,Life Sciences,1,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,80,0,10,4,4,3,2,1,2,Like many of my peers who have commented in this site its elitist It bothers the hell out of me that someone who could only afford a community college but yet is likely an excellent account executive gets rejected,20210412
561,58,Yes,Travel_Rarely,601,Research & Development,7,Master,Medical,1,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,80,0,31,0,2,10,9,5,9,Long hours Not the place for people who want to have a life outside of work but then they arent the type who wind up getting hired anyway,20210518
562,55,Yes,Travel_Rarely,267,Sales,13,Master,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,80,0,24,2,2,19,7,3,8,The attempt to maintain a flat organizational structure has led to major problems with promotions recognition compensation etc  There is a very real pressure to maintain the company culture and personality Individualism is promoted in theory yet rarely welcomed in practice,20210302
563,31,Yes,Travel_Frequently,703,Sales,2,Bachelor,Life Sciences,1,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,80,0,3,3,4,1,0,0,0,Company is getting more bureaucratic While many engineers are super solid some managers are only good at suckup or manageup they indulge at meetings to show their influence but unable to really be a model and lead by examples Some senior engineers are leaving as the freedom to work on innovative project is diminishing more and more new graduate or junior engineers are hired ,20210521
564,35,Yes,Travel_Frequently,662,Sales,18,Master,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Pros The benefits are the best Free gourmet food a great gym subsidized massages trips to disneyland etc The people you are working with are some of the smartest around Cons If youre not a idealistic liberal democrat who is born to buy in to the googly attitude then you might feel out of place here Google seems to hire people who fit into that mold and if you deviate then you are seen as an outsider,20210402
565,31,Yes,Travel_Rarely,330,Research & Development,22,Master,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Pros I have never met so many brilliant people at one company ever I have worked for 8 years in industry now Seriously there is not a single dumb employee   Perks Google is the best company I have worked for as far as perks are concerned Name a perk and Google will beat its rival Food Massage Shuttle service Nap room  Doctor Offsites Beer on campus What else Cons If you join as a Noogler you will enjoy the perks free food massage infinite offsites intergrouplets events socials and meeting brilliant people and all that But the moment you start thinking of promotion or career role change you will start observing this  Extreme preference is given for manager feedback during performance review cycles ,20210315
566,27,Yes,Travel_Rarely,135,Research & Development,17,Master,Life Sciences,1,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,80,0,8,2,3,8,2,7,7,Pros great perks the food at the cafeteria kept me up all night long the best and brightest engineers Most people I am working with are very wellrounded I feel I could learn a lot from most of them I can contribute to products which are used by millions of people every day I enjoy analyzing challenging problems and finding a cost effective solution Flexible hours and relaxing working environments including all  Show More Cons When you start work there they really take the time to make sure that youre trained properly so that you dont feel like a fish out of water like at other companies The free lunches great 401k etc you get large bonuses that can make the difference in a long day,20210418
567,49,Yes,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,1,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,80,0,20,2,3,4,3,1,3,Pros free food for someone coming out of college could be quite an incentive not too many meetings can get things done Cons you are nothing if youre not in engineering,20210423
568,29,Yes,Travel_Frequently,337,Research & Development,14,Others,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,80,0,9,1,3,8,7,7,7,Pros First and foremost smart people Overall Im very impressed with the level of intelligence of just about everybody I worked with  Second huge datasets huge scale huge opportunities Google is the place to be for working at scale period The tools are great and there are limitless computing resources  Other stuff  its still a fun environment flexible work hours flexible about projects to work on  Show More Cons Lots of flexibility on what to work on but the downside is that management controls the launch process Its likely that your project may not be allowed to launch without several revisions  Engineers used to own most product decisions but things have shifted towards product management and upper management Nobody seems to own broad strategic decisions  theres a strategy vacuum in many product areas,20210327
569,31,Yes,Travel_Frequently,667,Sales,1,Master,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,80,0,1,3,3,1,0,0,0,Its ridiculously hard to get hired at Google They place a premium value on your pedigree education GPA even outside interests rather than on your skills and ability to contribute on a practical level A Stanford grad with a 40 GPA doesnt automatically make a better employee than a UC grad Or even gasp someone without a degree at all,20210322
570,31,Yes,Travel_Rarely,202,Research & Development,8,Bachelor,Life Sciences,1,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,80,0,1,3,4,1,0,0,0,not enough coaching lack of work life balance not a good fit for moms with young children performance reviewcalliberation is determined by a select group of peers So if you dont have a good relationship with such people you can get dinged,20210512
571,25,Yes,Travel_Rarely,383,Sales,9,College,Life Sciences,1,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,80,0,6,2,3,3,2,2,2,Pros Benefits medical subsidized massage food People bright high achievers Cool products that employees use and love Frequent performance feedback ratings given every quarter 360 feedback twice a year Employee morale varies across teams Has gotten lower as the company is growing older Cons Some functions are really unGoogley No worklife balance No respect for people unlike themselves eg youre not an exconsultant youre an idiot Teams under the same VP are not collaborative and do a poor job of sharing information Poor knowledge management Recognition goes to those who talk the loudest Mismatched job content expectations Hard to transfer internally,20210427
572,46,Yes,Travel_Rarely,377,Sales,9,Bachelor,Marketing,1,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,80,1,28,1,4,7,7,4,3,Pros Free Food shuttle smart prople other perks Cons There isnt really a lot of room for advancement When you start at the company things are great but after a couple of years youll realize that youll probably be stuck in the same job for a long time,20210420
573,39,Yes,Non-Travel,592,Research & Development,2,Bachelor,Life Sciences,1,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,80,0,11,2,4,1,0,0,0,Pros Google is known the world over Its probably the greatest spring board to your next big career Its hiring screens are legendary  if youve once worked at Google its known that youve passed muster at one of the most prestigious companies to work for Cons Career advancement and career development at Google is challenging Google is short on titles erring to title beneath individuals experience Navigating internal promotions is very difficult and finding the resources to set ones self up for advancement is realized only by the most political and resourceful,20210428
574,31,Yes,Travel_Frequently,1445,Research & Development,1,Doctor,Life Sciences,1,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,80,0,10,2,3,10,8,4,7,Long hours demeaning management egos and elitist mentality run rampant Because the globalization and product development is largely completed the ability to get in and build something is mostly over Its becoming sluggish and difficult to maneuver the sea of overachievers all wanting to be recognized,20210425
575,31,Yes,Travel_Frequently,523,Research & Development,2,Bachelor,Life Sciences,1,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,13,3,3,80,1,7,2,1,2,2,2,2,All of the perks are designed to keep you at work longer without additional pay Additionally promotion opportunities are generally available to those who kiss the right feet not necessarily to those whom do the best work or work the most efficiently,20210420
576,34,Yes,Travel_Rarely,1107,Human Resources,9,Master,Technical Degree,1,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,No,15,3,4,80,0,2,0,3,2,2,2,2,Flat organization has given way to more hierarchy and middle managers who are often woefully inept Company has an inability to deal effectively with low performers Hard to effect change in a large organization Lots of people are becoming risk averse and more concerned about personal asscovering than making good software,20210522
577,28,Yes,Travel_Frequently,1496,Sales,1,Bachelor,Technical Degree,1,1,Male,92,3,1,Sales Representative,3,Married,2909,15747,3,No,15,3,4,80,1,5,3,4,3,2,1,2,Siloed from many perspectives Most people were very unhelpful I guess they are all so buried in their work they dont have time to help you Some of this seems shortsighted since your getting up to speed will allow you to take some of their burden off but I did not see that happen,20210513
578,29,Yes,Travel_Frequently,115,Sales,13,Bachelor,Technical Degree,1,1,Female,51,3,2,Sales Executive,2,Single,5765,17485,5,No,11,3,1,80,0,7,4,1,5,3,0,0,Gone are the days of a biologist being hired as a senior product manager Salar Now Google hires MBAs with 2 years at Proctor and Gamble or 3 years at an investment bank as our typical product hire People that thrive on bureaucracy and build up the team When HR is more than a few dozen people and there are both HR and Facilities vice presidents you know that the company has gotten way too top heavy,20210408
579,34,Yes,Travel_Rarely,790,Sales,24,Master,Medical,1,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Yes,23,4,3,80,0,16,2,4,15,9,10,10,Hard to get ahead increasingly bureaucratic,20210324
580,24,Yes,Travel_Frequently,381,Research & Development,9,Bachelor,Medical,1,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Yes,11,3,3,80,0,4,2,2,0,0,0,0,Office environment C It could be very noisy and interruptive with 5 to 10 persons sitting in one room Its not the best setting for strong and independent engineers to focus and develop solid code There are such engineers in our office that hardly able to focus and be quiet for more than 30 minutes always talk loud and flatter each other I am annoyed and disturbed on an hourly basis,20210406
581,28,Yes,Travel_Frequently,289,Research & Development,2,College,Medical,1,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,80,0,8,2,2,0,0,0,0,since there is alot of smart people means that its hard to stand out Also as they are smart it means that many are also arrogant  its not that easy to advance your career here The big company culture is starting to take hold in this company eg lots of politics and good talent leaving  Many bad managers that became managers because they were early employees,20210531
582,29,Yes,Travel_Rarely,224,Research & Development,1,Master,Technical Degree,1,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,80,0,11,2,1,9,7,0,7,My experience was that of an intern so it may not be typical but I ended up doing work I had absolutely no interest in and didnt envision getting my degree for without much opportunity to do something different When interns are recruited they dont have much of a say on what type of work theyd like to do so if youre stuck with something you dont like and want to work on more interesting things,20210326
583,40,Yes,Travel_Rarely,676,Research & Development,9,Master,Life Sciences,1,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,80,0,15,3,1,5,4,1,0,Mundane work If you are not an engineer you are considered back office Surprisingly the systems have not been developed enough so you end up being the bandaid holding things together,20210327
584,31,Yes,Travel_Frequently,561,Research & Development,3,Bachelor,Life Sciences,1,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,80,0,7,2,1,7,2,7,7,none the food makes up for everything the micro kitchen food is going down in quality many chiefs not enough indians our battleship is becoming a bald eagle we will fly on wings like eagles,20210510
585,30,Yes,Travel_Rarely,740,Sales,1,Bachelor,Life Sciences,1,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,80,1,10,4,3,10,8,6,7,Senior management lacking the skills  experience to manage,20210515
586,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,1,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,80,1,1,2,3,1,0,0,0,Sometimes managment has issue with letting people know to stance of the company You will find more information if you look yourself,20210525
587,53,Yes,Travel_Rarely,607,Research & Development,2,Doctor,Technical Degree,1,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,80,1,34,4,3,33,7,1,9,very arrogant culture Oldtimers may have a sense of entitlement Not much growth potential anymore unless you are politically connected with stars Too many cooks in the kitchen Too bottoms up makes crossteam work potentially frustrating Many remote offices are weak If you work with a remote team get ready for a bunch of C players with poor cultural fit,20210517
588,38,Yes,Travel_Rarely,903,Research & Development,2,Bachelor,Medical,1,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,80,2,7,2,3,5,2,1,4,Very hard to move up in the org Too many cooks in the kitchen Too many teams doing parallel work,20210309
589,28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,Medical,1,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,80,3,1,3,3,1,1,0,0,Again being a vendor instead of a Googler is not quite as bad as being a 2nd class citizen but it was close I also found the group I was in to be close to complacent and risk averse,20210525
590,18,Yes,Travel_Frequently,544,Sales,3,College,Medical,1,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,80,0,0,2,4,0,0,0,0,No cons to complain about The job was simple enough The pay wasnt high enough to justify any sort of con list I was a peon,20210415
591,35,Yes,Travel_Rarely,737,Sales,10,Bachelor,Medical,1,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,80,0,15,3,3,13,12,6,0,They hire too many young overachievers  people who have only ever shown aptitude for having aptitude as that one writer said So it feels like half of everyone is angry about learning what being in the workforce is actually like and shocked that you dont get promoted for working 12 hours a day and having aptitude and a great GPA,20210430
592,35,Yes,Travel_Rarely,763,Sales,15,College,Medical,1,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Frequent reorganizations which can cause your career to move more laterally than vertically Many of Googles senior managers are better as individual contributors than teamgroup leaders,20210315
593,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,80,0,10,3,1,4,2,0,3,no room for growth as contractor and management made many empty promises,20210422
594,35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,80,0,13,2,4,11,9,6,7,less opportunity since it is a huge companies now,20210528
595,23,Yes,Travel_Rarely,1320,Research & Development,8,Others,Medical,1,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Lack of Communication from Management PromotionAdvancement Process 360 Review plan Lack of Process for a Company its size Lack of training for new managers,20210302
596,48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,80,2,19,3,3,9,7,7,7,sometimes a bit too much protocolwhy do i need to respond to every little nuance when the company promotes austerity,20210504
597,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,80,0,1,2,3,1,0,0,0,Atmosphere is rather impersonal Hard to fit in if you are further along in your career Teams very siloed and xteam coordination almost impossible Stock option packages minimal for people starting after 2006 so not much upside there though basepay bonus are good Many old timers pre2004 still have lots of influence but are no longer at top of gameA200,20210402
598,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,80,1,3,2,3,3,2,0,2,difficult to move to another group heirarchical needs more training for young people secretive senior management corporate philanthropy worker benefits,20210520
599,24,Yes,Travel_Rarely,240,Human Resources,22,Others,Human Resources,1,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,80,1,1,2,3,1,0,0,0,That appeal fades over time though and its very difficult to grow inside the company Youll wonder what good is your Ivy League degree or similar in a place like Google where the company recruits and boasts the best and brightest simply because it can afford to Youre not able to put your hard work talent and aspiration to good use or to anything meaningful ,20210313
